state	yr	qtr	index_nsa	index_sa	note
IL	2000	2	143.51	142.65	
IL	2000	3	145.20	144.12	
IL	2000	4	147.00	146.42	
IL	2001	1	148.41	148.71	
IL	2001	2	151.96	150.98	
IL	2001	3	154.55	153.34	
IL	2001	4	155.75	155.17	
IL	2002	1	156.55	156.98	
IL	2002	2	160.78	159.61	
IL	2002	3	163.53	162.26	
IL	2002	4	165.15	164.58	
IL	2003	1	167.28	167.79	
IL	2003	2	171.62	170.32	
IL	2003	3	173.39	172.01	
IL	2003	4	175.05	174.46	
IL	2004	1	176.60	177.17	
IL	2004	2	181.64	180.28	
IL	2004	3	184.87	183.34	
IL	2004	4	187.73	187.06	
IL	2005	1	190.42	191.17	
IL	2005	2	195.07	193.65	
IL	2005	3	198.91	197.05	
IL	2005	4	200.80	200.01	
IL	2006	1	202.48	203.64	
IL	2006	2	206.80	205.29	
IL	2006	3	208.55	206.20	
IL	2006	4	207.71	206.82	
IL	2007	1	207.42	209.22	
IL	2007	2	206.41	204.85	
IL	2007	3	203.48	200.64	
IL	2007	4	197.71	196.80	
IL	2008	1	190.11	192.50	
IL	2008	2	189.27	187.72	
IL	2008	3	184.96	181.85	
IL	2008	4	175.06	174.20	
IL	2009	1	165.07	167.86	
IL	2009	2	165.95	164.42	
IL	2009	3	165.95	162.67	
IL	2009	4	162.44	161.73	
IL	2010	1	155.78	158.98	
IL	2010	2	160.58	158.77	
IL	2010	3	156.39	152.93	
IL	2010	4	151.54	151.13	
IL	2011	1	144.22	147.53	
IL	2011	2	146.99	144.97	
IL	2011	3	148.40	144.83	
IL	2011	4	142.77	142.77	
IL	2012	1	139.34	142.66	
IL	2012	2	145.09	142.74	
IL	2012	3	145.92	142.32	
IL	2012	4	142.83	143.15	
IL	2013	1	142.29	145.73	
IL	2013	2	151.35	148.57	
IL	2013	3	153.92	150.14	
IL	2013	4	151.77	152.27	
IL	2014	1	149.82	153.39	
IL	2014	2	158.05	154.96	
IL	2014	3	161.51	157.63	
IL	2014	4	157.97	158.52	
IL	2015	1	156.85	160.52	
IL	2015	2	165.59	162.21	
IL	2015	3	167.28	163.35	
IL	2015	4	165.03	165.55	
IL	2016	1	163.65	167.39	
IL	2016	2	172.45	168.88	
IN	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1991	2	100.67	99.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1991	3	101.25	100.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1991	4	101.87	101.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1992	1	102.70	102.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1992	2	104.54	103.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1992	3	105.75	105.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1992	4	106.44	105.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1993	1	106.71	106.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1993	2	109.38	108.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1993	3	110.46	109.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1993	4	112.43	111.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1994	1	113.32	113.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1994	2	115.53	114.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1994	3	116.32	115.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1994	4	117.62	117.12	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1995	1	119.09	119.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1995	2	121.22	120.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1995	3	122.98	122.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1995	4	124.16	123.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1996	1	125.09	125.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1996	2	127.65	126.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1996	3	128.46	127.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1996	4	129.39	128.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1997	1	130.13	129.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1997	2	132.54	131.50	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1997	3	132.58	131.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1997	4	133.28	132.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1998	1	133.95	133.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1998	2	135.97	134.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1998	3	136.93	136.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1998	4	138.11	137.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1999	1	139.60	139.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1999	2	141.89	140.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1999	3	143.50	142.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	1999	4	143.67	143.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2000	1	145.59	145.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2000	2	146.18	145.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2000	3	148.14	147.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2000	4	148.46	147.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2001	1	148.66	148.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2001	2	150.38	149.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2001	3	151.19	149.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2001	4	152.29	151.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2002	1	151.72	151.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2002	2	153.74	152.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2002	3	154.12	152.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2002	4	153.72	153.16	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2003	1	154.36	154.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2003	2	156.34	155.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2003	3	157.51	156.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2003	4	157.26	156.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2004	1	156.79	157.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2004	2	160.48	159.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2004	3	161.62	159.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2004	4	160.90	160.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2005	1	162.28	163.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2005	2	164.23	162.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2005	3	165.28	163.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2005	4	165.05	164.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2006	1	163.87	164.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2006	2	166.70	164.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2006	3	167.20	164.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2006	4	166.06	165.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2007	1	165.41	166.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2007	2	169.07	167.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2007	3	169.32	166.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2007	4	163.59	163.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2008	1	160.92	162.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2008	2	162.14	159.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2008	3	162.08	159.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2008	4	152.91	152.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2009	1	149.09	151.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2009	2	154.66	152.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2009	3	155.37	152.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2009	4	153.83	153.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2010	1	150.07	152.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2010	2	156.06	153.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2010	3	152.16	149.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2010	4	150.90	150.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2011	1	147.02	149.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2011	2	149.96	147.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2011	3	151.09	148.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2011	4	148.83	148.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2012	1	147.71	149.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2012	2	153.90	151.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2012	3	154.28	151.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2012	4	153.22	153.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2013	1	152.58	154.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2013	2	159.14	156.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2013	3	161.88	159.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2013	4	159.80	159.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2014	1	159.05	161.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2014	2	164.75	162.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2014	3	166.86	164.06	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2014	4	165.96	165.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2015	1	165.40	167.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2015	2	171.06	168.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2015	3	173.87	170.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2015	4	173.15	173.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2016	1	173.30	175.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IN	2016	2	179.42	176.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1991	2	99.60	99.30	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1991	3	99.35	98.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1991	4	100.54	100.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1992	1	101.44	101.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1992	2	102.20	101.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1992	3	103.38	102.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1992	4	103.62	103.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1993	1	104.25	104.30	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1993	2	106.32	105.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1993	3	108.23	107.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1993	4	109.69	109.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1994	1	111.32	111.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1994	2	113.52	113.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1994	3	114.96	114.40	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1994	4	115.62	115.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1995	1	117.08	117.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1995	2	119.41	118.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1995	3	121.16	120.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1995	4	122.04	122.10	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1996	1	123.62	123.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1996	2	125.27	124.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1996	3	125.95	125.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1996	4	125.84	125.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1997	1	126.63	126.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1997	2	129.36	128.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1997	3	131.63	131.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1997	4	132.16	132.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1998	1	134.92	135.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1998	2	136.93	136.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1998	3	139.01	138.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1998	4	141.82	141.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1999	1	143.81	144.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1999	2	146.38	145.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1999	3	148.19	147.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	1999	4	148.59	148.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2000	1	150.62	150.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2000	2	154.64	153.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2000	3	155.39	154.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2000	4	156.03	156.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2001	1	157.43	157.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2001	2	160.81	160.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2001	3	163.26	162.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2001	4	164.57	164.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2002	1	165.41	165.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2002	2	167.71	166.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2002	3	169.48	168.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2002	4	169.60	169.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2003	1	170.71	171.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2003	2	173.67	172.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2003	3	175.72	174.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2003	4	176.03	176.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2004	1	176.92	177.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2004	2	181.86	180.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2004	3	181.66	180.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2004	4	181.70	182.06	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2005	1	183.18	184.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2005	2	187.16	185.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2005	3	188.55	186.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2005	4	188.31	188.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2006	1	190.13	191.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2006	2	193.91	192.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2006	3	195.96	194.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2006	4	194.65	195.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2007	1	193.74	195.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2007	2	199.61	197.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2007	3	199.87	198.12	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2007	4	197.55	197.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2008	1	195.52	197.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2008	2	199.69	197.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2008	3	200.45	198.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2008	4	192.87	192.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2009	1	192.74	195.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2009	2	195.41	193.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2009	3	195.66	194.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2009	4	196.72	196.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2010	1	191.69	194.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2010	2	196.25	194.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2010	3	189.87	188.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2010	4	186.74	186.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2011	1	182.59	184.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2011	2	184.51	182.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2011	3	185.14	183.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2011	4	184.73	184.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2012	1	182.85	184.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2012	2	188.53	186.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2012	3	191.15	189.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2012	4	187.82	188.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2013	1	187.52	189.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2013	2	194.27	192.10	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2013	3	195.06	193.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2013	4	192.62	193.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2014	1	196.66	198.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2014	2	202.20	199.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2014	3	202.23	200.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2014	4	202.05	202.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2015	1	204.23	206.06	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2015	2	208.65	206.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2015	3	211.53	210.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2015	4	212.37	213.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2016	1	211.18	212.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2016	2	220.58	218.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1991	2	100.83	100.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1991	3	100.31	100.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1991	4	101.70	101.52	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1992	1	102.41	102.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1992	2	103.04	102.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1992	3	104.63	104.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1992	4	106.22	106.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1993	1	106.58	106.60	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1993	2	108.93	108.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1993	3	110.17	109.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1993	4	111.10	110.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1994	1	113.60	113.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1994	2	115.56	115.06	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1994	3	116.93	116.48	
KY	1994	4	117.45	117.33	
KY	1995	1	118.62	118.71	
KY	1995	2	120.98	120.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1995	3	122.32	121.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1995	4	124.26	124.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1996	1	124.27	124.38	
KY	1996	2	126.60	125.99	
KY	1996	3	127.78	127.21	
KY	1996	4	128.60	128.58	
KY	1997	1	130.24	130.35	
KY	1997	2	131.53	130.90	
KY	1997	3	133.24	132.64	
KY	1997	4	133.32	133.29	
KY	1998	1	134.19	134.29	
KY	1998	2	136.89	136.26	
KY	1998	3	137.89	137.28	
KY	1998	4	139.26	139.18	
KY	1999	1	141.38	141.50	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1999	2	144.25	143.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1999	3	146.27	145.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1999	4	147.14	146.97	
KY	2000	1	149.75	149.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2000	2	150.87	150.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2000	3	152.56	152.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2000	4	153.65	153.34	
KY	2001	1	153.99	154.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2001	2	156.39	155.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2001	3	157.34	156.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2001	4	159.16	158.69	
KY	2002	1	159.18	159.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2002	2	162.13	161.50	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2002	3	162.13	161.52	
KY	2002	4	164.14	163.59	
KY	2003	1	164.90	165.30	
KY	2003	2	167.26	166.65	
KY	2003	3	170.09	169.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2003	4	171.11	170.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2004	1	171.86	172.34	
KY	2004	2	174.62	173.99	
KY	2004	3	176.72	175.78	
KY	2004	4	178.89	178.42	
KY	2005	1	178.78	179.37	
KY	2005	2	181.25	180.57	
KY	2005	3	184.20	182.96	
KY	2005	4	184.80	184.48	
KY	2006	1	186.18	187.02	
KY	2006	2	188.20	187.36	
KY	2006	3	188.89	187.35	
KY	2006	4	188.17	187.95	
KY	2007	1	188.20	189.46	
KY	2007	2	190.10	188.94	
KY	2007	3	189.26	187.53	
KY	2007	4	186.92	186.73	
KY	2008	1	183.73	185.45	
KY	2008	2	185.15	183.67	
KY	2008	3	184.30	182.48	
KY	2008	4	178.20	178.02	
KY	2009	1	174.86	176.96	
KY	2009	2	178.44	176.64	
KY	2009	3	179.48	177.64	
KY	2009	4	178.91	178.80	
KY	2010	1	173.84	176.24	
KY	2010	2	178.57	176.47	
KY	2010	3	173.01	171.18	
KY	2010	4	172.02	172.02	
KY	2011	1	165.72	168.21	
KY	2011	2	168.90	166.62	
KY	2011	3	168.42	166.63	
KY	2011	4	166.61	166.77	
KY	2012	1	166.13	168.70	
KY	2012	2	171.87	169.33	
KY	2012	3	171.42	169.58	
KY	2012	4	170.61	170.96	
KY	2013	1	171.03	173.64	
KY	2013	2	175.71	172.99	
KY	2013	3	179.09	177.15	
KY	2013	4	175.42	175.97	
KY	2014	1	173.88	176.42	
KY	2014	2	182.32	179.50	
KY	2014	3	183.59	181.56	
KY	2014	4	182.72	183.39	
KY	2015	1	182.47	185.08	
KY	2015	2	191.15	188.19	
KY	2015	3	192.27	190.17	
KY	2015	4	192.54	193.24	
KY	2016	1	193.75	196.48	
KY	2016	2	200.34	197.26	
LA	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1991	2	101.43	101.06	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1991	3	103.07	102.53	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1991	4	103.96	103.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1992	1	104.98	104.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1992	2	106.23	105.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1992	3	107.43	106.85	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1992	4	109.06	108.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
