state	yr	qtr	index_nsa	index_sa	Warning
FL	1995	1	108.98	108.84	
FL	1995	2	109.22	109.07	
FL	1995	3	110.75	110.26	
FL	1995	4	110.61	110.43	
FL	1996	1	111.20	111.01	
FL	1996	2	112.19	111.99	
FL	1996	3	112.97	112.50	
FL	1996	4	112.66	112.55	
FL	1997	1	114.03	113.78	
FL	1997	2	114.41	114.15	
FL	1997	3	115.14	114.69	
FL	1997	4	116.15	116.08	
FL	1998	1	117.86	117.58	
FL	1998	2	119.19	118.87	
FL	1998	3	120.59	120.18	
FL	1998	4	121.51	121.42	
FL	1999	1	123.40	123.13	
FL	1999	2	125.53	125.16	
FL	1999	3	127.23	126.81	
FL	1999	4	129.10	128.97	
FL	2000	1	131.68	131.45	
FL	2000	2	134.14	133.74	
FL	2000	3	137.05	136.57	
FL	2000	4	140.10	139.90	
FL	2001	1	143.50	143.36	
FL	2001	2	147.58	147.13	
FL	2001	3	151.99	151.38	
FL	2001	4	155.66	155.41	
FL	2002	1	159.35	159.32	
FL	2002	2	164.68	164.18	
FL	2002	3	169.40	168.60	
FL	2002	4	174.11	173.83	
FL	2003	1	179.37	179.46	
FL	2003	2	185.14	184.57	
FL	2003	3	191.39	190.35	
FL	2003	4	198.10	197.82	
FL	2004	1	205.55	205.77	
FL	2004	2	216.49	215.75	
FL	2004	3	228.73	227.41	
FL	2004	4	239.56	239.29	
FL	2005	1	254.24	254.60	
FL	2005	2	272.33	271.29	
FL	2005	3	290.24	288.54	
FL	2005	4	300.57	300.35	
FL	2006	1	307.86	308.36	
FL	2006	2	312.35	310.98	
FL	2006	3	312.84	311.05	
FL	2006	4	311.33	311.16	
FL	2007	1	307.95	308.49	
FL	2007	2	305.45	303.92	
FL	2007	3	291.40	289.85	
FL	2007	4	278.34	278.14	
FL	2008	1	257.09	257.68	
FL	2008	2	237.66	236.34	
FL	2008	3	220.04	218.89	
FL	2008	4	204.57	204.37	
FL	2009	1	194.83	195.42	
FL	2009	2	191.67	190.56	
FL	2009	3	188.00	186.92	
FL	2009	4	186.02	185.83	
FL	2010	1	183.63	184.37	
FL	2010	2	182.01	180.91	
FL	2010	3	177.47	176.31	
FL	2010	4	173.35	173.18	
FL	2011	1	165.69	166.51	
FL	2011	2	167.03	165.98	
FL	2011	3	170.41	169.19	
FL	2011	4	169.84	169.65	
FL	2012	1	172.42	173.45	
FL	2012	2	179.25	178.06	
FL	2012	3	183.33	181.97	
FL	2012	4	184.83	184.60	
FL	2013	1	189.86	191.07	
FL	2013	2	198.79	197.43	
FL	2013	3	204.61	203.09	
FL	2013	4	208.66	208.42	
FL	2014	1	209.83	211.15	
FL	2014	2	215.77	214.27	
FL	2014	3	220.18	218.62	
FL	2014	4	225.05	224.77	
FL	2015	1	227.89	229.24	
FL	2015	2	237.29	235.67	
FL	2015	3	242.23	240.63	
FL	2015	4	246.96	246.59	
FL	2016	1	253.60	255.03	
FL	2016	2	260.86	259.13	
GA	1991	1	100.00	100.00	
GA	1991	2	100.30	99.82	
GA	1991	3	100.16	99.90	
GA	1991	4	101.24	100.77	
GA	1992	1	101.81	101.82	
GA	1992	2	101.34	100.86	
GA	1992	3	103.18	102.89	
GA	1992	4	103.39	102.92	
GA	1993	1	103.53	103.55	
GA	1993	2	104.90	104.41	
GA	1993	3	105.32	104.96	
GA	1993	4	106.22	105.78	
GA	1994	1	106.69	106.72	
GA	1994	2	108.42	107.92	
GA	1994	3	109.44	109.01	
GA	1994	4	110.40	110.01	
GA	1995	1	110.85	110.86	
GA	1995	2	112.53	112.03	
GA	1995	3	113.99	113.46	
GA	1995	4	115.18	114.85	
GA	1996	1	116.36	116.34	
GA	1996	2	117.90	117.40	
GA	1996	3	119.12	118.52	
GA	1996	4	119.33	119.05	
GA	1997	1	121.04	120.99	
GA	1997	2	122.45	121.95	
GA	1997	3	124.08	123.42	
GA	1997	4	125.25	124.98	
GA	1998	1	126.91	126.85	
GA	1998	2	129.39	128.86	
GA	1998	3	131.58	130.87	
GA	1998	4	133.37	133.09	
GA	1999	1	135.77	135.70	
GA	1999	2	138.33	137.76	
GA	1999	3	141.30	140.57	
GA	1999	4	143.01	142.68	
GA	2000	1	144.97	144.90	
GA	2000	2	148.20	147.62	
GA	2000	3	150.25	149.47	
GA	2000	4	152.22	151.84	
GA	2001	1	153.80	153.74	
GA	2001	2	156.58	155.98	
GA	2001	3	158.29	157.45	
GA	2001	4	159.55	159.12	
GA	2002	1	161.45	161.43	
GA	2002	2	162.61	161.98	
GA	2002	3	164.89	163.99	
GA	2002	4	166.88	166.41	
GA	2003	1	168.21	168.30	
GA	2003	2	169.50	168.77	
GA	2003	3	171.38	170.41	
GA	2003	4	171.68	171.17	
GA	2004	1	172.71	173.00	
GA	2004	2	175.65	174.74	
GA	2004	3	177.97	176.89	
GA	2004	4	179.41	178.91	
GA	2005	1	181.05	181.65	
GA	2005	2	185.76	184.57	
GA	2005	3	188.76	187.40	
GA	2005	4	191.73	191.39	
GA	2006	1	192.72	193.63	
GA	2006	2	196.82	195.41	
GA	2006	3	198.27	196.40	
GA	2006	4	199.77	199.69	
GA	2007	1	199.15	200.52	
GA	2007	2	203.60	201.86	
GA	2007	3	201.38	198.98	
GA	2007	4	197.04	197.37	
GA	2008	1	192.53	194.19	
GA	2008	2	191.46	189.61	
GA	2008	3	187.96	185.32	
GA	2008	4	175.68	176.20	
GA	2009	1	177.06	178.99	
GA	2009	2	174.69	172.70	
GA	2009	3	177.58	174.84	
GA	2009	4	170.02	170.77	
GA	2010	1	163.25	165.16	
GA	2010	2	168.23	166.16	
GA	2010	3	161.43	158.86	
GA	2010	4	152.98	153.73	
GA	2011	1	149.75	151.63	
GA	2011	2	149.89	147.81	
GA	2011	3	150.19	147.96	
GA	2011	4	149.88	150.66	
GA	2012	1	147.05	148.79	
GA	2012	2	155.96	153.69	
GA	2012	3	158.92	156.81	
GA	2012	4	158.99	159.75	
GA	2013	1	162.93	164.76	
GA	2013	2	171.42	168.79	
GA	2013	3	175.31	173.31	
GA	2013	4	175.37	176.19	
GA	2014	1	181.45	183.22	
GA	2014	2	184.77	181.97	
GA	2014	3	186.41	184.49	
GA	2014	4	188.19	189.04	
GA	2015	1	190.32	192.07	
GA	2015	2	198.93	195.80	
GA	2015	3	200.98	199.13	
GA	2015	4	201.06	201.94	
GA	2016	1	203.32	205.09	
GA	2016	2	212.74	209.37	
HI	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	2	97.00	97.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	3	99.88	99.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	4	98.70	98.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	1	102.60	102.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	2	97.30	97.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	3	102.44	102.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	4	102.39	101.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	1	101.29	101.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	2	102.97	103.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	3	99.55	99.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	4	100.76	100.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	1	98.34	98.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	2	100.05	99.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	3	99.85	99.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	4	98.73	98.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	1	98.35	98.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	2	95.37	95.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	3	94.76	94.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	4	95.33	94.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	1	89.87	90.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	2	93.71	93.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	3	89.58	89.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	4	89.67	89.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	1	82.65	82.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	2	83.00	82.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	3	83.13	83.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	4	82.50	82.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	1	83.56	83.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	2	85.16	84.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	3	82.37	82.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	4	82.96	82.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	1	84.31	84.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	2	82.54	82.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	3	82.93	82.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	4	85.68	85.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	1	89.72	90.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	2	89.37	89.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	3	89.75	89.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	4	92.62	92.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	1	95.66	95.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	2	98.46	98.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	3	99.67	99.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	4	101.88	101.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	1	102.27	102.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	2	107.45	107.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	3	111.65	111.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	4	113.43	113.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	1	117.54	117.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	2	119.62	119.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	3	129.61	128.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	4	136.92	137.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	1	142.20	142.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	2	152.74	152.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	3	165.73	164.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	4	168.74	169.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	1	179.18	179.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	2	193.20	193.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	3	204.96	203.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	4	203.12	203.85	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	1	214.57	214.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	2	211.61	211.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	3	211.08	209.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	4	212.10	213.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	1	216.38	216.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	2	214.67	214.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	3	214.16	212.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	4	206.23	207.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	1	207.58	207.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	2	206.63	206.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	3	199.52	197.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	4	199.90	201.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	1	194.66	194.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	2	182.22	181.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	3	186.09	184.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	4	179.86	181.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	1	178.85	178.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	2	178.21	177.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	3	174.60	173.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	4	175.30	176.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	1	159.39	159.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	2	171.01	170.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	3	173.67	172.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	4	167.17	168.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	1	171.34	171.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	2	183.07	182.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	3	180.32	179.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	4	184.66	185.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	1	193.64	193.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	2	193.01	192.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	3	201.43	199.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	4	199.59	200.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	1	211.64	211.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	2	199.52	199.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	3	214.81	213.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	4	211.47	212.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	1	215.83	215.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	2	219.08	218.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	3	221.93	220.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	4	228.71	229.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2016	1	229.55	229.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2016	2	229.87	229.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
IA	1991	1	100.00	100.00	
IA	1991	2	101.36	100.73	
IA	1991	3	102.59	101.42	
IA	1991	4	103.22	102.70	
IA	1992	1	103.83	103.84	
IA	1992	2	106.83	106.17	
IA	1992	3	108.49	107.22	
IA	1992	4	108.98	108.45	
IA	1993	1	111.01	111.01	
IA	1993	2	113.03	112.35	
IA	1993	3	116.12	114.71	
IA	1993	4	118.27	117.76	
IA	1994	1	119.00	118.99	
IA	1994	2	120.75	120.00	
IA	1994	3	123.37	121.87	
IA	1994	4	123.08	122.60	
IA	1995	1	123.83	123.81	
IA	1995	2	126.45	125.61	
IA	1995	3	128.99	127.45	
IA	1995	4	129.18	128.72	
IA	1996	1	130.40	130.38	
IA	1996	2	132.36	131.35	
IA	1996	3	134.02	132.53	
IA	1996	4	133.77	133.30	
IA	1997	1	134.31	134.30	
IA	1997	2	136.74	135.57	
IA	1997	3	137.71	136.27	
IA	1997	4	138.30	137.84	
IA	1998	1	139.82	139.80	
IA	1998	2	142.75	141.42	
IA	1998	3	144.40	143.00	
IA	1998	4	146.79	146.28	
IA	1999	1	146.67	146.65	
IA	1999	2	150.63	149.20	
IA	1999	3	151.79	150.35	
IA	1999	4	152.83	152.27	
IA	2000	1	153.86	153.87	
IA	2000	2	156.62	155.15	
IA	2000	3	158.71	157.20	
IA	2000	4	158.07	157.45	
IA	2001	1	159.57	159.61	
IA	2001	2	162.27	160.77	
IA	2001	3	163.54	161.93	
IA	2001	4	164.29	163.62	
IA	2002	1	164.41	164.51	
IA	2002	2	167.87	166.32	
IA	2002	3	169.92	168.23	
IA	2002	4	170.81	170.10	
IA	2003	1	171.54	171.71	
IA	2003	2	174.33	172.67	
IA	2003	3	176.41	174.63	
IA	2003	4	176.65	175.93	
IA	2004	1	177.57	177.81	
IA	2004	2	182.11	180.34	
IA	2004	3	183.77	181.81	
IA	2004	4	185.61	184.94	
IA	2005	1	184.78	185.10	
IA	2005	2	190.98	189.11	
IA	2005	3	190.98	188.79	
IA	2005	4	191.54	190.92	
IA	2006	1	192.96	193.42	
IA	2006	2	196.78	194.87	
IA	2006	3	198.12	195.58	
IA	2006	4	196.66	196.11	
IA	2007	1	197.40	198.11	
IA	2007	2	200.45	198.43	
IA	2007	3	202.56	199.72	
IA	2007	4	198.86	198.35	
IA	2008	1	197.20	198.22	
IA	2008	2	199.13	197.03	
IA	2008	3	198.78	195.70	
IA	2008	4	197.22	196.85	
IA	2009	1	193.53	194.75	
IA	2009	2	196.58	194.35	
IA	2009	3	199.32	196.14	
IA	2009	4	195.57	195.24	
IA	2010	1	193.49	194.88	
IA	2010	2	198.38	195.99	
IA	2010	3	193.91	190.78	
IA	2010	4	194.39	194.12	
IA	2011	1	187.83	189.19	
IA	2011	2	193.53	191.13	
IA	2011	3	195.21	192.14	
IA	2011	4	193.11	192.87	
IA	2012	1	194.46	195.76	
IA	2012	2	197.67	195.24	
IA	2012	3	199.74	196.70	
IA	2012	4	198.72	198.48	
IA	2013	1	198.61	199.71	
IA	2013	2	205.42	203.03	
IA	2013	3	207.28	204.27	
IA	2013	4	207.16	206.80	
IA	2014	1	206.73	207.73	
IA	2014	2	210.51	208.19	
IA	2014	3	213.76	210.79	
IA	2014	4	211.66	211.16	
IA	2015	1	212.58	213.49	
IA	2015	2	217.91	215.64	
IA	2015	3	220.44	217.43	
IA	2015	4	221.13	220.52	
IA	2016	1	221.46	222.36	
IA	2016	2	226.01	223.70	
ID	1991	1	100.00	100.00	
ID	1991	2	101.74	100.87	
ID	1991	3	103.80	102.68	
ID	1991	4	106.34	105.37	
ID	1992	1	107.08	107.09	
ID	1992	2	110.31	109.37	
ID	1992	3	112.28	111.02	
ID	1992	4	114.92	113.90	
ID	1993	1	116.75	116.80	
ID	1993	2	119.05	118.03	
ID	1993	3	124.60	123.12	
ID	1993	4	125.39	124.35	
ID	1994	1	126.00	126.06	
ID	1994	2	130.59	129.47	
ID	1994	3	133.39	131.71	
ID	1994	4	133.58	132.56	
ID	1995	1	134.38	134.48	
ID	1995	2	135.97	134.75	
ID	1995	3	137.58	135.76	
ID	1995	4	137.52	136.60	
ID	1996	1	136.94	136.99	
ID	1996	2	138.76	137.48	
ID	1996	3	139.88	138.02	
ID	1996	4	140.13	139.31	
ID	1997	1	139.12	139.12	
ID	1997	2	141.16	139.76	
ID	1997	3	142.76	140.93	
ID	1997	4	142.29	141.59	
ID	1998	1	142.48	142.38	
ID	1998	2	144.93	143.41	
ID	1998	3	145.84	144.03	
ID	1998	4	145.19	144.59	
ID	1999	1	146.32	146.15	
ID	1999	2	149.15	147.47	
ID	1999	3	149.83	147.98	
ID	1999	4	150.56	150.10	
ID	2000	1	151.31	151.07	
ID	2000	2	153.11	151.35	
ID	2000	3	152.60	150.65	
ID	2000	4	155.07	154.73	
ID	2001	1	156.30	156.06	
ID	2001	2	159.12	157.26	
ID	2001	3	160.26	158.05	
ID	2001	4	159.02	158.86	
ID	2002	1	159.87	159.61	
ID	2002	2	163.71	161.82	
ID	2002	3	165.46	163.00	
ID	2002	4	165.21	165.13	
ID	2003	1	167.84	167.68	
ID	2003	2	170.85	168.78	
ID	2003	3	175.22	172.59	
ID	2003	4	174.65	174.58	
ID	2004	1	178.13	178.04	
ID	2004	2	186.75	184.34	
ID	2004	3	193.22	190.47	
ID	2004	4	194.06	193.90	
ID	2005	1	202.05	202.07	
ID	2005	2	210.40	207.42	
ID	2005	3	220.53	217.63	
ID	2005	4	229.43	229.23	
ID	2006	1	236.64	236.66	
ID	2006	2	250.44	246.63	
ID	2006	3	253.51	250.44	
ID	2006	4	258.59	258.24	
ID	2007	1	259.97	260.32	
ID	2007	2	267.60	263.15	
ID	2007	3	265.38	262.20	
ID	2007	4	261.28	260.78	
ID	2008	1	259.72	260.66	
ID	2008	2	254.78	250.33	
ID	2008	3	247.88	244.51	
ID	2008	4	236.33	235.81	
ID	2009	1	236.78	238.47	
ID	2009	2	237.44	233.08	
ID	2009	3	227.92	224.15	
ID	2009	4	218.39	218.09	
ID	2010	1	207.35	209.45	
ID	2010	2	208.99	205.06	
ID	2010	3	203.00	199.00	
ID	2010	4	191.61	191.58	
ID	2011	1	179.66	181.88	
ID	2011	2	182.49	178.97	
ID	2011	3	188.88	184.74	
ID	2011	4	184.31	184.50	
ID	2012	1	186.18	188.60	
ID	2012	2	201.79	197.88	
ID	2012	3	205.78	201.10	
ID	2012	4	204.67	204.99	
ID	2013	1	209.01	211.69	
ID	2013	2	218.43	214.11	
ID	2013	3	224.54	219.72	
ID	2013	4	219.79	219.99	
ID	2014	1	223.22	225.93	
ID	2014	2	229.89	225.30	
ID	2014	3	232.44	227.92	
ID	2014	4	230.78	230.60	
ID	2015	1	232.85	235.66	
ID	2015	2	246.88	241.85	
ID	2015	3	251.31	246.98	
ID	2015	4	256.53	255.76	
ID	2016	1	252.15	255.35	
ID	2016	2	265.60	260.13	
IL	1991	1	100.00	100.00	
IL	1991	2	100.87	100.35	
IL	1991	3	101.89	101.18	
IL	1991	4	102.56	102.27	
IL	1992	1	103.31	103.35	
IL	1992	2	104.91	104.34	
IL	1992	3	105.64	104.89	
IL	1992	4	106.96	106.68	
IL	1993	1	107.35	107.44	
IL	1993	2	109.03	108.39	
IL	1993	3	110.91	110.10	
IL	1993	4	110.94	110.66	
IL	1994	1	112.67	112.83	
IL	1994	2	114.74	114.00	
IL	1994	3	115.65	114.76	
IL	1994	4	115.80	115.55	
IL	1995	1	115.92	116.14	
IL	1995	2	118.34	117.52	
IL	1995	3	119.41	118.46	
IL	1995	4	119.24	119.00	
IL	1996	1	119.97	120.25	
IL	1996	2	122.08	121.23	
IL	1996	3	122.60	121.60	
IL	1996	4	122.69	122.45	
IL	1997	1	122.44	122.73	
IL	1997	2	124.32	123.46	
IL	1997	3	125.20	124.15	
IL	1997	4	124.99	124.73	
IL	1998	1	125.41	125.73	
IL	1998	2	127.21	126.37	
IL	1998	3	128.92	127.78	
IL	1998	4	129.98	129.73	
IL	1999	1	130.98	131.32	
IL	1999	2	133.82	132.95	
IL	1999	3	136.17	134.92	
IL	1999	4	137.08	136.83	
IL	2000	1	138.43	138.84	
IL	2000	2	142.06	141.12	
IL	2000	3	144.98	143.60	
IL	2000	4	145.93	145.69	
IL	2001	1	148.08	148.58	
IL	2001	2	152.12	151.05	
IL	2001	3	154.87	153.37	
IL	2001	4	155.66	155.42	
IL	2002	1	157.61	158.22	
IL	2002	2	162.12	160.90	
IL	2002	3	165.11	163.50	
IL	2002	4	166.77	166.53	
IL	2003	1	168.50	169.22	
IL	2003	2	173.65	172.26	
IL	2003	3	176.81	175.11	
IL	2003	4	178.91	178.63	
IL	2004	1	180.42	181.29	
IL	2004	2	185.85	184.26	
IL	2004	3	189.39	187.61	
IL	2004	4	190.55	190.19	
IL	2005	1	192.61	193.67	
IL	2005	2	198.68	196.89	
IL	2005	3	202.41	200.51	
IL	2005	4	204.12	203.65	
IL	2006	1	205.67	207.02	
IL	2006	2	211.08	209.16	
IL	2006	3	211.81	209.63	
IL	2006	4	210.63	210.09	
IL	2007	1	212.64	214.39	
IL	2007	2	213.70	211.68	
IL	2007	3	211.87	209.43	
IL	2007	4	208.54	207.95	
IL	2008	1	202.54	204.64	
IL	2008	2	202.58	200.62	
IL	2008	3	198.29	195.57	
IL	2008	4	192.25	191.79	
IL	2009	1	185.62	188.01	
IL	2009	2	186.47	184.55	
IL	2009	3	187.65	184.58	
IL	2009	4	182.30	182.09	
IL	2010	1	177.82	180.52	
IL	2010	2	181.85	179.81	
IL	2010	3	179.20	175.80	
IL	2010	4	174.15	174.25	
IL	2011	1	167.41	170.33	
IL	2011	2	168.92	166.71	
IL	2011	3	170.69	167.19	
IL	2011	4	164.55	164.89	
IL	2012	1	162.36	165.46	
IL	2012	2	168.54	166.04	
IL	2012	3	170.61	166.97	
IL	2012	4	165.25	165.80	
IL	2013	1	165.52	168.85	
IL	2013	2	175.11	172.23	
IL	2013	3	176.99	173.18	
IL	2013	4	175.24	176.02	
IL	2014	1	172.79	176.29	
IL	2014	2	181.21	178.07	
IL	2014	3	183.54	179.62	
IL	2014	4	180.87	181.77	
IL	2015	1	178.99	182.60	
IL	2015	2	187.61	184.27	
IL	2015	3	189.46	185.50	
IL	2015	4	185.36	186.28	
IL	2016	1	185.20	188.89	
IL	2016	2	193.11	189.67	
IN	1991	1	100.00	100.00	
IN	1991	2	100.56	99.72	
IN	1991	3	100.99	100.40	
IN	1991	4	101.54	101.19	
IN	1992	1	102.11	102.12	
IN	1992	2	104.51	103.64	
IN	1992	3	105.31	104.69	
IN	1992	4	105.98	105.61	
IN	1993	1	106.80	106.82	
IN	1993	2	109.05	108.12	
IN	1993	3	110.16	109.51	
IN	1993	4	111.60	111.20	
IN	1994	1	112.38	112.42	
IN	1994	2	114.40	113.41	
IN	1994	3	115.22	114.56	
IN	1994	4	116.35	115.90	
IN	1995	1	118.06	118.14	
IN	1995	2	119.18	118.14	
IN	1995	3	120.79	120.11	
IN	1995	4	121.34	120.84	
IN	1996	1	122.20	122.29	
IN	1996	2	124.88	123.84	
IN	1996	3	125.82	125.08	
IN	1996	4	126.54	126.00	
IN	1997	1	126.08	126.15	
IN	1997	2	128.27	127.28	
IN	1997	3	128.84	128.02	
IN	1997	4	129.57	129.07	
IN	1998	1	130.08	130.08	
IN	1998	2	132.28	131.32	
IN	1998	3	133.13	132.22	
IN	1998	4	134.85	134.40	
IN	1999	1	135.23	135.14	
IN	1999	2	136.93	136.01	
IN	1999	3	138.90	137.89	
IN	1999	4	138.53	138.16	
IN	2000	1	140.93	140.75	
IN	2000	2	142.06	141.16	
IN	2000	3	143.44	142.32	
IN	2000	4	142.68	142.38	
IN	2001	1	144.12	143.95	
IN	2001	2	145.63	144.69	
IN	2001	3	146.37	145.14	
IN	2001	4	147.50	147.27	
IN	2002	1	147.93	147.85	
IN	2002	2	149.41	148.35	
IN	2002	3	150.49	149.17	
IN	2002	4	149.86	149.62	
IN	2003	1	151.36	151.49	
IN	2003	2	153.47	152.23	
IN	2003	3	155.00	153.54	
IN	2003	4	155.21	154.99	
IN	2004	1	155.03	155.38	
IN	2004	2	159.30	157.88	
IN	2004	3	160.73	159.07	
IN	2004	4	160.11	159.98	
IN	2005	1	160.67	161.22	
IN	2005	2	163.76	162.18	
